formula,target
Cc1onc(n1)c2ccc(OCC3CN(C3)c4ccc(C)nn4)cc2,0.3774549561934244
CCN(C1CCN(CCC(N2CCC(CC2)C(=O)C)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,-1.042867266715858
CCS(=O)(=O)Nc1cccc2c1c(Oc3ccc(Cl)cc3)c(C)n2CC(=O)O,-2.0255320604728615
CNC(=O)c1ccc2C(=O)C=C(Nc2c1)c3cccnc3,-0.9520327059484038
O=C1NC=Nc2scc(c3cccs3)c12,0.01411671312360804
CN1CCC[C@H]1CCN2CCCc3cc(NC(=N)c4cccs4)ccc23,-1.4805246958681366
C[C@@H](NC(=O)C1CCNCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,-1.4557516338406493
OCC(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NC4CC4)sc13,0.7820816359757197
Oc1ccnc2ccccc12,-1.1254441401408162
Cc1ccccc1C[C@H](N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)C(=O)O,0.3113934574534577
CC(C)C(NC(=O)CN1C(=O)c2nc(O)nc(O)c2C=C1c3ccccc3)C(=O)C(F)(F)F,-0.23361390715126698
Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(OC[C@H](O)CO)c3,-0.184067783096292
CC1(C)CNC(=O)c2sc(nc2C1)N3CCOCC3,-0.7208174603585207
NC(=O)Nc1sc(cc1C(=O)N[C@H]2CCCNC2)c3ccccc3,-0.7373328350435123
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)CC(C)C,-0.2831600312062418
Oc1c2ncc3ccccc3c2nn1c4ccc(Cl)cc4,-0.5308906514811166
OCCNC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,-1.4392362591556576
CC(C)(C(=O)N)C(=O)NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1Br,0.12972433591854934
CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(O)cc15)[C@@](O)(CC)C(=O)OC4,-0.46482915274114994
Cn1cc(nc1c2c3C(=O)N(CC#C)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N,1.0215545689080987
CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccs2)N)C(=O)C(F)(F)F,-1.224536388250766
COc1cc(ccc1Cc2cn(C)c3ccc(cc23)C(=O)NCCc4ccccc4)C(=O)NS(=O)(=O)c5ccccc5C,0.28662039542597
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,-1.3896901351006827
NC(=O)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,0.11320896123355768
C[C@@H](NC(=O)[C@H]1CCCNC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,-0.39050996665868765
CN(C)CC(O)COc1ccc(Nc2cc(Nc3cc(Cl)ccc3Cl)ncn2)cc1,0.3609395815084327
Oc1ccc(CCNCCS(=O)(=O)CCCOCCSc2ccccc2)c3sc(O)nc13,0.4270010802483994
CN(C1CCN(Cc2nc3cc(F)ccc3s2)CC1)C(=O)Cc4ccc(cc4)n5cnnn5,0.5673817650708284
CN(c1ccnc(Nc2cc(cc(c2)S(=O)(=O)C)N3CCOCC3)n1)c4cc(CO)ccc4C,0.6086702017833073
Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)NS(=O)(=O)Cc4ccccc4)cc1Cl,-0.02717172358887131
C(CN1CCCCC1)C2CCc3cc(OCc4ccc(cc4)c5ccccc5)ccc3C2,0.9389776954831404
CNc1c(Br)cnc2[nH]c(nc12)c3ccc(OCCCN4CCOCC4)cc3,0.6582163258382824
NC(=O)Nc1sc(cc1C(=O)N[C@H]2CCCNC2)c3ccsc3,-0.9107442692359247
CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1,-0.6795290236460415
COc1cccc(c1OC)c2ccc(\C=C\3/SC(=S)N([C@@H](Cc4ccccc4)C(=O)O)C3=O)cn2,-0.5474060261661083
COc1ccc(CNC(=O)c2ccc(Oc3ccc(cc3)C#C[C@]4(O)CN5CCC4CC5)cc2)nc1,0.773823948633224
O[C@@H](CNCCCSCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23,-0.9107442692359247
Nc1nccc(n1)c2cccs2,-0.34096384260371265
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc[nH]4,0.6995047625507613
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,-1.1915056388807828
Clc1ccc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)N5CCNCC5,-0.32444846791872095
CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2,1.2692851891829737
OC1CS(=O)(=O)CC1N2CCC(CC2)c3ccccc3,-0.6299828995910667
CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCOCC3)c(F)c2,-1.232794075593262
C(Cc1nc2ccccc2[nH]1)Cc3nc4ccccc4[nH]3,1.104131442333057
CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc(N)c3)N4CCOCC4,-0.6712713363035456
COc1cc(F)ccc1c2cc(CNC3CCCC3)ccn2,-0.373994591973696
NC1=CC2=NNC(=O)N2c3cc(ccc13)c4cccs4,0.905946946113157
COc1ccccc1CN[C@H]2CCCN[C@H]2c3ccccc3,-0.5474060261661083
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,-1.3896901351006827
O[C@H](CNC(=O)C1=NNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1.2610275018404777
